Time,On,Power(MW),Reserve(MW),Startup,Shutdown,Revenue
670,1,10.0,5.0,0,0,12848.7
671,1,15.0,5.0,0,0,21789.4
672,1,20.0,5.0,0,0,35474.6
673,1,25.0,5.0,0,0,51075.45
674,1,30.0,5.0,0,0,60758.4
675,1,35.0,5.0,0,0,72896.55
676,1,40.0,5.0,0,0,87137.45
677,1,45.0,5.0,0,0,95879.55
678,1,50.0,5.0,0,0,108591.25
679,1,55.0,5.0,0,0,126249.6
680,1,60.0,5.0,0,0,129544.0
681,1,65.0,5.0,0,0,135816.8
682,1,55.0,5.0,0,0,116292.3
683,1,45.0,5.0,0,0,93180.2
684,1,35.0,5.0,0,0,68327.9
685,1,25.0,5.0,0,0,46877.4
686,1,20.0,5.0,0,0,33670.35
687,1,20.0,5.0,0,0,31360.55
688,1,25.0,5.0,0,0,42696.75
689,1,30.0,5.0,0,0,47169.9
690,1,35.0,5.0,0,0,55083.1
691,1,40.0,5.0,0,0,67534.15
692,1,45.0,5.0,0,0,75791.5
693,1,50.0,5.0,0,0,87119.6
694,1,55.0,5.0,0,0,105837.75
695,1,60.0,5.0,0,0,110737.9
696,1,65.0,5.0,0,0,132370.7
697,1,70.0,5.0,0,0,145691.7
698,1,75.0,5.0,0,0,163882.45
699,1,80.0,5.0,0,0,186818.5
700,1,85.0,5.0,0,0,198368.8
701,1,90.0,5.0,0,0,213820.25
702,1,95.0,5.0,0,0,230185.85
703,1,100.0,-0.0,0,0,231316.0
704,1,95.0,5.0,0,0,215330.6
705,1,90.0,5.0,0,0,198001.0
706,1,80.0,5.0,0,0,165977.8
707,1,70.0,5.0,0,0,156013.5
708,1,60.0,5.0,0,0,116917.15
709,1,50.0,5.0,0,0,95500.35
710,1,40.0,5.0,0,0,72630.55
711,1,30.0,5.0,0,0,53229.15
712,1,20.0,5.0,0,0,34839.35
713,0,-0.0,-0.0,0,1,-4486.86
714,0,-0.0,-0.0,0,0,-0.0
715,0,-0.0,-0.0,0,0,-0.0
716,0,-0.0,-0.0,0,0,0.0
717,0,-0.0,-0.0,0,0,-0.0
718,0,-0.0,-0.0,0,0,-0.0
719,0,-0.0,-0.0,0,0,-0.0
720,0,-0.0,-0.0,0,0,-0.0
